Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type
CHEMBL4466307;;None;619.08;2;6.69;S-K1037;Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2;IC50;'=';140.0;nM;6.85;;;UO_0000065;12.55;0.24;0.16;7.15;0;CHEMBL4391928;Inhibition of human recombinant BChE using butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition and measured over 2 mins by UV-Vis spectrophotometric analysis based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4390667;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL2396913;;None;215.30;0;2.94;13;CC1CCCCN1c1nc2ccccc2[nH]1;IC50;'=';2030.0;nM;5.69;;;UO_0000065;26.44;0.49;2.75;17.83;0;CHEMBL2401047;Inhibition of human BuChE using butyrylthiocholine iodide as substrate incubated for 20 mins prior to substrate addition measured for 1 hr by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2396588;1;Scientific Literature;Bioorg Med Chem;2013;None;;
CHEMBL4444497;;None;414.89;1;5.35;42;COc1cc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc(OC)c1OC;IC50;'=';8410.0;nM;5.08;;;UO_0000065;12.23;0.24;-0.27;6.77;0;CHEMBL4350091;Inhibition of human plasma BChE using butyrylthiocholine iodide as substrate preincubated for 10 mins followed by substrate addition and measured at 6 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4346739;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL4747354;;None;252.27;0;1.96;7;COc1cc2c(cc1O)CCC(C)(CC(=O)O)O2;IC50;;;;;;Not Active;;;;;;0;CHEMBL4727113;Inhibition of recombinant human BChE using butyrylthiocholine iodide as substrate preincubated for 15 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4725294;1;Scientific Literature;J Med Chem;2020;None;TIME = 0.25 hr;
CHEMBL4747041;;None;670.29;2;9.01;11a;COc1cc2c(cc1OCc1ccccc1)CCC(C)(CC(=O)NCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2;IC50;'=';51.0;nM;7.29;;;UO_0000065;10.88;0.21;-1.72;8.92;0;CHEMBL4727113;Inhibition of recombinant human BChE using butyrylthiocholine iodide as substrate preincubated for 15 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4725294;1;Scientific Literature;J Med Chem;2020;None;TIME = 0.25 hr;INHIBITOR
CHEMBL4520615;;None;397.47;1;6.16;16;COc1ccc(-c2oc3ccccc3c2C(=O)c2ccc(NCC3CC3)cc2)cc1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4365101;Inhibition of human recombinant BuChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4364258;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL4454301;;None;413.52;1;6.94;17;CCCCCNc1ccc(C(=O)c2c(-c3ccc(OC)cc3)oc3ccccc23)cc1;IC50;'=';3900.0;nM;5.41;;;UO_0000065;13.08;0.24;-1.53;10.51;0;CHEMBL4365101;Inhibition of human recombinant BuChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4364258;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL502;DONEPEZIL;4.0;379.50;0;4.36;Donepezil;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2;IC50;'=';7600.0;nM;5.12;;;UO_0000065;13.49;0.25;0.76;13.20;0;CHEMBL4768343;Inhibition of human serum BChE by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4765274;1;Scientific Literature;Eur J Med Chem;2020;None;;INHIBITOR
CHEMBL574734;;None;532.63;1;4.43;6b;C=C[C@@H](O)[C@@H]1O[C@H](OC)[C@@H]2OC[C@H](OCc3ccccc3)[C@]2(OCc2ccccc2)[C@@H]1OCc1ccccc1;IC50;'=';50000.0;nM;4.30;;;UO_0000065;8.08;0.15;-0.13;5.69;0;CHEMBL1040395;Inhibition of BChE in human serum assessed as hydrolysis of butyrylthiocholine by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3638229;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1154078;1;Scientific Literature;Bioorg Med Chem;2009;None;;
CHEMBL4591636;;None;457.62;1;5.70;18;COc1ccccc1CN1CCN(CCCCCOc2cccc3[nH]c4ccccc4c23)CC1;IC50;'=';600.0;nM;6.22;;;UO_0000065;13.60;0.25;0.52;15.28;0;CHEMBL4337205;Inhibition of human BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4334472;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL219406;;None;377.49;0;4.25;8;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C)cc1)CCCC3;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;1;CHEMBL913363;Inhibition of human serum BuChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1138213;1;Scientific Literature;J Med Chem;2006;None;;
CHEMBL341658;;None;282.36;0;4.34;rac(+)26;CCC1=CC2Cc3nc4cc(F)ccc4c(N)c3C(C1)C2;IC50;'=';185.0;nM;6.73;;;UO_0000065;23.84;0.44;2.39;17.30;0;CHEMBL654885;Inhibition of butyrylcholinesterase (BChE) in human serum;B;BAO_0000366;cell-free format;None;CHEMBL3638229;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1133449;1;Scientific Literature;J Med Chem;2000;None;;
CHEMBL526850;;None;377.47;1;5.46;21;COc1cc(C2CC(c3cccc(O)c3)=Nc3ccccc3S2)ccc1O;IC50;;;;;;Not Active;;;;;;0;CHEMBL3068554;Inhibition of BChE (unknown origin) using butyrylthiocholine chloride as substrate preincubated for 15 min;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3046340;1;Scientific Literature;Med Chem Res;2012;None;;
CHEMBL2237293;;None;331.44;1;5.75;5;Oc1ccccc1C1=Nc2ccccc2SC(c2ccccc2)C1;IC50;;;;;;Not Active;;;;;;0;CHEMBL3068554;Inhibition of BChE (unknown origin) using butyrylthiocholine chloride as substrate preincubated for 15 min;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3046340;1;Scientific Literature;Med Chem Res;2012;None;;
CHEMBL4793075;;None;394.47;0;3.74;4f;CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1OC;IC50;'=';970.0;nM;6.01;;;UO_0000065;15.24;0.28;2.27;10.18;0;CHEMBL4686680;Inhibition of human serum BuChE using acetylcholine iodide as substrate incubated for 15 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4680246;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 0.25 hr;INHIBITOR
CHEMBL4779478;;None;667.80;2;4.64;GT10;CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1;IC50;'=';360.0;nM;6.44;;;UO_0000065;9.65;0.18;1.80;4.08;0;CHEMBL4711084;Inhibition of human BuChE using butyrylthiocholine iodide as substrate preincubated with enzyme for 1 min followed by substrate addition and measured after 10 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4706588;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 0.1833 hr;INHIBITOR
CHEMBL4456083;;None;631.87;2;8.61;3e;CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1;IC50;'=';79.43;nM;7.10;;;UO_0000065;11.24;0.21;-1.51;9.82;0;CHEMBL4356262;Inhibition of human BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition and measured for 3 mins by spectrophotometry based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4354814;1;Scientific Literature;J Med Chem;2019;None;;
CHEMBL4464883;;None;617.84;2;8.12;4c;CCOc1ccc(Cc2nc3cc(C(=O)NCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1;IC50;'=';158.49;nM;6.80;;;UO_0000065;11.01;0.20;-1.32;8.39;0;CHEMBL4356262;Inhibition of human BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition and measured for 3 mins by spectrophotometry based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4354814;1;Scientific Literature;J Med Chem;2019;None;;
CHEMBL4552675;;None;714.91;2;8.92;31a;COc1ccc2nc3c(c(NCCCCCCCCN(CC(=O)Nc4ccc5ccccc5c4)C(=O)/C=C/c4ccc(O)c(OC)c4)c2c1)CCCC3;IC50;'=';68.2;nM;7.17;;;UO_0000065;10.02;0.18;-1.75;6.34;1;CHEMBL4342702;Inhibition of human serum butyrylcholinesterase using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition preincubated for 20 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4342404;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL11514;;None;262.31;0;1.79;6;CNC(=O)Oc1ccc2c(c1)[C@@H]1[C@@H](CCN1C)CO2;IC50;'=';97723722095581.11;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL857083;Inhibitory activity against butyrylcholinesterase (BChE) in human erythrocyte;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1134461;1;Scientific Literature;J Med Chem;2001;None;;
CHEMBL1294;QUINIDINE;4.0;324.42;0;3.17;quinidine;C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12;IC50;'=';1230.0;nM;5.91;;;UO_0000065;18.22;0.34;2.74;12.96;0;CHEMBL2166019;Inhibition of human BChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2163249;1;Scientific Literature;Bioorg Med Chem;2012;None;;
CHEMBL3764305;;None;289.37;0;2.07;Galantamine;COc1ccc2c3c1O[C@H]1CC(O)CC[C@@]31CCN(C)C2;IC50;'=';6120.0;nM;5.21;;;UO_0000065;18.02;0.34;3.14;12.43;0;CHEMBL3768337;Inhibition of BChE (unknown origin) using acetylthiocholine as substrate assessed as reduction of DTNB to TNB preincubated for 20 mins followed by addition of substrate by Ellman's kinetic method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3763108;1;Scientific Literature;Bioorg Med Chem;2016;None;;
CHEMBL1719948;MORUSINOL;None;438.48;0;4.46;21;CC(C)(O)CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3;IC50;'=';1700.0;nM;5.77;;;UO_0000065;13.16;0.25;1.31;4.79;0;CHEMBL3071787;Inhibition of BuChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3045386;1;Scientific Literature;Med Chem Res;2013;None;;
CHEMBL2297276;KUWANONU;None;438.52;1;5.75;18;COc1cc(O)c(C2CC(=O)c3c(O)cc(O)cc3O2)cc1C/C=C(\C)CCC=C(C)C;IC50;'=';1700.0;nM;5.77;;;UO_0000065;13.16;0.25;0.02;6.00;0;CHEMBL3071787;Inhibition of BuChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3045386;1;Scientific Literature;Med Chem Res;2013;None;;
CHEMBL140476;HUPRINE Y;None;284.79;0;4.47;(+)-17e;CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2;IC50;'=';236.0;nM;6.63;;;UO_0000065;23.27;0.45;2.16;17.03;0;CHEMBL4342690;Inhibition of human serum butyrylcholinesterase using butyrylthiocholine iodide as substrate incubated for 15 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4342404;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL4536715;;None;318.38;0;4.28;13;Oc1ccc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc1O;IC50;'=';41.5;nM;7.38;;;UO_0000065;23.19;0.42;3.10;11.23;0;CHEMBL4361992;Inhibition of human serum BuChe by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4359860;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL3934708;;None;750.84;2;8.98;2j;CN1c2ccccc2C(NCCCCCCC(=O)NCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c2ccc(Cl)cc2S1(=O)=O;IC50;'=';32.07;nM;7.49;;;UO_0000065;9.98;0.20;-1.49;7.25;0;CHEMBL3858020;Inhibition of human plasma BuChE using S-butyrylthiocholine iodide as substrate after 30 mins by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3856224;1;Scientific Literature;Eur J Med Chem;2016;None;;
CHEMBL3924713;;None;744.45;2;9.10;2m;CN1c2ccccc2C(NCCCCCCC(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)c2ccc(Cl)cc2S1(=O)=O;IC50;'=';4.12;nM;8.38;;;UO_0000065;11.26;0.22;-0.71;8.11;0;CHEMBL3858020;Inhibition of human plasma BuChE using S-butyrylthiocholine iodide as substrate after 30 mins by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3856224;1;Scientific Literature;Eur J Med Chem;2016;None;;
CHEMBL3964439;;None;778.89;2;9.76;2n;CN1c2ccccc2C(NCCCCCCC(=O)NCCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c2ccc(Cl)cc2S1(=O)=O;IC50;'=';456.21;nM;6.34;;;UO_0000065;8.14;0.16;-3.42;6.13;0;CHEMBL3858020;Inhibition of human plasma BuChE using S-butyrylthiocholine iodide as substrate after 30 mins by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3856224;1;Scientific Literature;Eur J Med Chem;2016;None;;
CHEMBL95;TACRINE;4.0;198.27;0;2.70;Tacrine;Nc1c2c(nc3ccccc13)CCCC2;IC50;'=';22.73;nM;7.64;;;UO_0000065;38.55;0.70;4.94;19.64;1;CHEMBL3858020;Inhibition of human plasma BuChE using S-butyrylthiocholine iodide as substrate after 30 mins by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3856224;1;Scientific Literature;Eur J Med Chem;2016;None;;
CHEMBL228301;;None;412.49;0;4.21;24;O=C(OCCCCN1CCC(OCc2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1;IC50;'=';5230.0;nM;5.28;;;UO_0000065;12.80;0.24;1.07;6.45;0;CHEMBL906816;Inhibition of human BChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1143763;1;Scientific Literature;Bioorg Med Chem;2007;None;;
CHEMBL95;TACRINE;4.0;198.27;0;2.70;Tacrine;Nc1c2c(nc3ccccc13)CCCC2;IC50;'=';44.0;nM;7.36;;;UO_0000065;37.10;0.67;4.66;18.91;1;CHEMBL4628758;Inhibition of human BuchE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4627331;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;;
CHEMBL238994;;None;382.34;0;3.85;13g;O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCC(O)CC1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL900745;Inhibition of butyrylcholine esterase;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137574;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL238786;;None;470.45;1;5.99;13d;O=C(c1ccccc1)C1CCN(C(=O)Oc2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)CC1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL900745;Inhibition of butyrylcholine esterase;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137574;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL241762;;None;418.37;1;5.54;12g;COc1ccccc1N(C)C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL900745;Inhibition of butyrylcholine esterase;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137574;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL241760;;None;422.79;1;6.18;12d;CN(C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)c1ccccc1Cl;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL900745;Inhibition of butyrylcholine esterase;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137574;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL241552;;None;402.37;1;5.84;12a;Cc1ccccc1N(C)C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL900745;Inhibition of butyrylcholine esterase;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137574;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL238085;;None;388.35;1;5.53;10e;CN(C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)c1ccccc1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL900745;Inhibition of butyrylcholine esterase;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137574;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL397160;;None;369.20;0;4.01;9c;O=C(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)N1CCOCC1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL900745;Inhibition of butyrylcholine esterase;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137574;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL4203538;;None;404.51;0;4.52;5m;COc1ccc(CC(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1OC;IC50;'=';1050.0;nM;5.98;;;UO_0000065;14.78;0.27;1.46;11.77;0;CHEMBL4193448;Inhibition of human serum BChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured up to 180 secs by spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4190315;1;Scientific Literature;Eur J Med Chem;2017;None;;
CHEMBL3978533;;None;386.50;0;4.98;7c;COc1ccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1;IC50;'=';6400.0;nM;5.19;;;UO_0000065;13.44;0.24;0.21;12.49;0;CHEMBL4193448;Inhibition of human serum BChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured up to 180 secs by spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4190315;1;Scientific Literature;Eur J Med Chem;2017;None;;
CHEMBL4783427;;None;648.84;2;8.53;TM-4;CCN(CCCCOc1ccc(-c2cc(=O)c3c(O)cc(OCCCCN(CC)Cc4ccccc4)cc3o2)cc1)Cc1ccccc1;IC50;'=';15300.0;nM;4.82;;;UO_0000065;7.42;0.14;-3.71;6.39;0;CHEMBL4768343;Inhibition of human serum BChE by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4765274;1;Scientific Literature;Eur J Med Chem;2020;None;;INHIBITOR
CHEMBL4174958;;None;389.32;0;3.69;4k;Nc1c2c(nc3c1C(c1cccc(Br)c1)NC(=S)N3)CCCC2;IC50;'=';1270.0;nM;5.90;;;UO_0000065;15.14;0.35;2.21;9.36;0;CHEMBL4156283;Inhibition of recombinant human serum BChE using butyrylthiocholine as substrate pretreated for 20 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4152325;1;Scientific Literature;Eur J Med Chem;2018;None;;
CHEMBL1428;NIMODIPINE;4.0;418.45;0;2.97;Nimodipine;COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4156283;Inhibition of recombinant human serum BChE using butyrylthiocholine as substrate pretreated for 20 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4152325;1;Scientific Literature;Eur J Med Chem;2018;None;;
CHEMBL146080;;None;440.67;0;4.86;2;C/C=C(\C)C(=O)N[C@@H]1C=C2CC[C@@H]3[C@H](CC[C@]4(C)C([C@H](C)N(C)C)=CC[C@@H]34)[C@@]2(C)C[C@H]1O;IC50;'=';23780.0;nM;4.62;;;UO_0000065;10.49;0.20;-0.24;8.80;0;CHEMBL651728;In vitro anticholinesterase activity against butyrylcholinesterase from torpedo californica;B;BAO_0000357;single protein format;Equus caballus;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1145898;1;Scientific Literature;J Med Chem;2003;None;;
CHEMBL3350302;;None;437.35;1;1.49;10 (R);Cc1cccc2c1O[P@@](=O)(OC[C@@H](CO)OCn1cnc3c(O)nc(N)nc31)OC2;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL654407;Inhibitory activity towards human butyrylcholinesterase;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1148460;1;Scientific Literature;J Med Chem;2004;None;;
CHEMBL97289;;None;464.37;0;2.05;35;Cc1cn(C2C=CC(COP3(=O)OCc4cc(CCC(=O)O)ccc4O3)O2)c(=O)[nH]c1=O;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL654407;Inhibitory activity towards human butyrylcholinesterase;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1148460;1;Scientific Literature;J Med Chem;2004;None;;
