Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL4758045;;0;513.03;2;5.94;270;Clc1ccc(-c2cncc3[nH]c(-c4n[nH]c5ccc(-c6cncc(CN7CCCC7)c6)nc45)nc23)s1;EC50;'=';54.0;nM;7.27;;;UO_0000065;14.17;0.28;1.33;7.32;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4749014;;0;550.65;2;5.56;283;CC(C)Nc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cc(F)cc(NCCN(C)C)c6)nccc5[nH]4)c3c2)c1;EC50;'=';5.0;nM;8.30;;;UO_0000065;15.07;0.28;2.74;6.73;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4791409;;0;528.57;1;4.12;290;Cc1ccncc1-c1cc2c(-c3nc4c(-c5cc(F)cc(CNS(C)(=O)=O)c5)cncc4[nH]3)n[nH]c2cn1;EC50;'=';6.0;nM;8.22;;;UO_0000065;15.55;0.30;4.10;5.78;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4788493;;0;419.45;0;4.63;297;COc1cccc(-c2ccnc3[nH]c(-c4n[nH]c5ccc(-c6cccnc6)nc45)nc23)c1;EC50;'=';36.0;nM;7.44;;;UO_0000065;17.75;0.32;2.81;7.07;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4743234;;0;491.53;1;5.96;307;CC(C)C(=O)Nc1cncc(-c2cc3c(-c4cc5c(-c6cccc(F)c6)cncc5[nH]4)n[nH]c3cn2)c1;EC50;'=';65.0;nM;7.19;;;UO_0000065;14.62;0.27;1.23;6.40;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4748029;;0;421.44;0;4.95;324;Nc1cncc(-c2cc3c(-c4cc5c(-c6ccccc6F)cncc5[nH]4)n[nH]c3cn2)c1;EC50;'=';40.0;nM;7.40;;;UO_0000065;17.55;0.32;2.45;6.78;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4763204;;0;508.54;2;5.47;371;FC1(F)CCN(Cc2cncc(-c3ccc4[nH]nc(-c5cc6c(-c7cccnc7)cncc6[nH]5)c4n3)c2)C1;EC50;'=';30.0;nM;7.52;;;UO_0000065;14.79;0.27;2.05;7.58;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4743335;;0;500.61;2;5.91;396;c1cc(-c2ccnc3[nH]c(-c4n[nH]c5ccc(-c6cncc(CNCC7CCCC7)c6)nc45)cc23)ccn1;EC50;'=';40.0;nM;7.40;;;UO_0000065;14.78;0.27;1.49;6.85;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4761131;;0;325.38;0;4.48;415;Cc1ccncc1-c1ccc2[nH]nc(-c3cc4ccncc4[nH]3)c2c1;EC50;'=';21.0;nM;7.68;;;UO_0000065;23.60;0.42;3.20;10.93;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4749742;;0;424.51;0;4.64;452;c1cc2cc(-c3n[nH]c4ccc(-c5cncc(OCCN6CCCC6)c5)cc34)[nH]c2cn1;EC50;'=';4.0;nM;8.40;;;UO_0000065;19.78;0.36;3.76;10.15;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4790903;;0;494.60;1;5.68;459;CCCCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(N6CCCCC6)nccc5[nH]4)c3n2)c1;EC50;'=';43.0;nM;7.37;;;UO_0000065;14.89;0.27;1.69;6.38;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4757427;;0;491.64;1;6.14;469;c1cc2[nH]c(-c3n[nH]c4ccc(-c5cncc(CN6CCCCC6)c5)cc34)cc2c(N2CCCCC2)n1;EC50;'=';32.0;nM;7.50;;;UO_0000065;15.24;0.28;1.35;9.77;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4759727;;0;506.59;2;5.53;511;CN(C)CCNc1cc(F)cc(-c2cccc3[nH]c(-c4n[nH]c5cnc(-c6cncc(N)c6)cc45)cc23)c1;EC50;'=';23.0;nM;7.64;;;UO_0000065;15.08;0.27;2.11;6.85;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4764899;;0;612.69;2;5.40;522;CC(C)CC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6cc(F)cc(CNS(C)(=O)=O)c6)nccc5[nH]4)c3c2)c1;EC50;'=';19.0;nM;7.72;;;UO_0000065;12.60;0.24;2.32;4.87;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4782289;;0;610.72;2;5.40;536;CS(=O)(=O)NCc1cc(F)cc(-c2nccc3[nH]c(-c4n[nH]c5ccc(-c6cncc(CN7CCCCC7)c6)nc45)cc23)c1;EC50;'=';68.0;nM;7.17;;;UO_0000065;11.74;0.22;1.77;5.41;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4764269;;0;616.73;1;3.39;553;CN1CCN(c2ccc(C(=O)N3CCN(c4cc(C(=O)Nc5cc6cc(-c7cnn(C)c7)ccc6cn5)ccn4)CC3)cn2)CC1;EC50;'=';2.0;nM;8.70;;;UO_0000065;14.10;0.26;5.31;7.52;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL1645552;;0;289.34;0;4.00;BDBM50333423;Cc1nccc2c1[nH]c1cc(OCc3cccnc3)ccc12;IC50;'=';10000.0;nM;5.00;;336108;UO_0000065;17.28;0.31;1.00;9.84;0;CHEMBL3887401;"Radiometric Protein Kinase Assay: A radiometric protein kinase assay (33PanQinase Activity Assay) was used for measuring the kinase activity of DYRK1A protein kinase. All kinase assays were performed in 96-well FlashPlates from Perkin Elmer (Boston, Mass., USA) in a 50 ul reaction volume. The reaction cocktail was pipetted in four steps in the following order: 20 ul of assay buffer (standard buffer); 5 ul of [gamma-33P]-ATP solution (in H2O); 5 ul of test compound (in 10% DMSO); 10 ul of substrate/10 ul of enzyme solution (premixed).The assay contained 60 mM HEPES-NaOH, pH 7.5, 3 mM MgCl2, 3 mM MnCl2, 3 uM Na-orthovanadate, 1.2 mM DTT, 50 ug/ml PEG20000, 1 uM [gamma-33P]-ATP (approx. 3x105 cpm per well), protein kinase, and substrate.For the determination of inhibitory profiles, DYRK1A protein kinase was used, which was purchased from Invitrogen Corporation. The kinase was expressed in 519 insect cells as human recombinant GST-fusion protein.";B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886308;37;BindingDB Database;;2015;None;
CHEMBL4550702;;0;406.39;0;3.15;9;Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1;IC50;'=';11.0;nM;7.96;;;UO_0000065;19.58;0.39;4.81;10.32;0;CHEMBL4479714;Inhibition of full-length recombinant human GST-tagged DYRK1A expressed in baculovirus expression system by Z'-LYTE assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4477252;1;Scientific Literature;Bioorg Med Chem Lett;2016;None;
CHEMBL4755598;;0;507.56;2;6.48;357;O=C(Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6cccnc6)nccc5[nH]4)c3c2)c1)c1ccccc1;EC50;'=';19.0;nM;7.72;;;UO_0000065;15.21;0.27;1.24;6.88;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4743788;;0;445.53;1;5.29;368;CN(C)Cc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6cccnc6)cccc5[nH]4)c3n2)c1;EC50;'=';82.0;nM;7.09;;;UO_0000065;15.91;0.28;1.80;8.20;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4757688;;0;472.56;1;5.22;369;c1cncc(-c2ccnc3[nH]c(-c4n[nH]c5cnc(-c6cncc(CN7CCCC7)c6)cc45)cc23)c1;EC50;'=';72.0;nM;7.14;;;UO_0000065;15.11;0.27;1.92;7.20;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL2386748;;0;371.37;0;4.23;"3; EHT 9851";COC(=N)c1nc2ccc3ncnc(Nc4ccc(F)cc4F)c3c2s1;IC50;'=';0.94;nM;9.03;;;UO_0000065;24.31;0.47;4.80;10.77;0;CHEMBL4719505;Inhibition of human DYRK1A using [33P]-ATP incubated for 120 mins;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4715790;1;Scientific Literature;J Med Chem;2016;None;TIME = 2.0 hr
CHEMBL3906791;;0;379.45;0;3.99;BDBM246371;COC(=N)c1nc2ccc3ncnc(N(C)c4ccc(OC)cc4)c3c2s1;IC50;'=';79.85;nM;7.10;;429605;UO_0000065;18.71;0.36;3.11;8.43;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL3934766;;0;387.83;0;4.75;BDBM246370;COC(=N)c1nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2s1;IC50;'=';500.0;nM;6.30;;429619;UO_0000065;16.25;0.33;1.55;7.52;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL4762259;;0;487.57;1;6.21;389;CC(C)CC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccncc6)cccc5[nH]4)c3c2)c1;EC50;'=';23.0;nM;7.64;;;UO_0000065;15.67;0.28;1.43;6.81;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4743802;;0;487.57;1;6.21;390;CC(C)(C)C(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccncc6)ccnc5[nH]4)c3c2)c1;EC50;'=';20.0;nM;7.70;;;UO_0000065;15.79;0.28;1.49;6.86;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4763649;;0;488.56;1;5.61;391;CC(C)(C)C(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccncc6)cncc5[nH]4)c3c2)c1;EC50;'=';5.0;nM;8.30;;;UO_0000065;16.99;0.31;2.69;6.63;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4797314;;0;446.52;0;4.69;400;CN(C)Cc1cncc(-c2cc3c(-c4cc5c(-c6ccncc6)ccnc5[nH]4)n[nH]c3cn2)c1;EC50;'=';71.0;nM;7.15;;;UO_0000065;16.01;0.29;2.46;7.20;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4759361;;0;311.35;0;4.17;410;c1cncc(-c2ccc3[nH]nc(-c4cc5cnccc5[nH]4)c3c2)c1;EC50;'=';1.0;nM;9.00;;;UO_0000065;28.91;0.51;4.83;12.81;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4746788;;0;411.47;0;4.69;422;CCCCC(=O)Nc1cncc(-c2cc3c(-c4cc5cnccc5[nH]4)n[nH]c3cn2)c1;EC50;'=';2.0;nM;8.70;;;UO_0000065;21.14;0.38;4.01;7.75;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4746032;;0;425.50;0;4.94;425;CC(C)(C)CC(=O)Nc1cncc(-c2cc3c(-c4cc5cnccc5[nH]4)n[nH]c3cn2)c1;EC50;'=';3.0;nM;8.52;;;UO_0000065;20.03;0.36;3.58;7.59;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4796975;;0;492.59;1;5.29;461;O=C(Nc1cncc(-c2cc3c(-c4cc5c(N6CCCCC6)nccc5[nH]4)n[nH]c3cn2)c1)C1CCC1;EC50;'=';23.0;nM;7.64;;;UO_0000065;15.51;0.28;2.35;6.61;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4781079;;0;512.61;2;6.60;467;FC1(F)CCN(Cc2cncc(-c3ccc4[nH]nc(-c5cc6c(N7CCCCC7)cccc6[nH]5)c4c3)c2)C1;EC50;'=';22.0;nM;7.66;;;UO_0000065;14.94;0.28;1.06;11.99;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4756940;;0;522.66;2;5.29;479;CN1CCN(c2cncc3[nH]c(-c4n[nH]c5ccc(-c6cncc(NC(=O)CC(C)(C)C)c6)cc45)cc23)CC1;EC50;'=';12.0;nM;7.92;;;UO_0000065;15.15;0.28;2.63;7.48;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
